quantity_order,duration,machine_available,bom_depth,total_operations,total_bom_components,is_delayed
2198,40,6,6,28,38,1
994,61,1,1,9,20,0
1649,32,4,3,20,34,0
837,46,3,4,28,44,1
365,23,6,4,22,43,1
1357,25,6,2,17,31,0
1873,28,5,3,20,36,0
136,11,6,1,10,26,0
613,19,3,2,9,43,0
1938,49,4,4,11,47,1
1023,19,6,2,18,39,0
60,7,5,2,0,30,0
1440,55,3,5,17,97,1
1802,106,1,2,13,34,1
1646,80,2,6,21,113,1
1655,55,2,2,20,26,1
2477,178,1,6,0,116,1
1215,26,6,3,16,56,0
1864,58,2,2,10,14,1
576,13,2,1,3,7,0
2428,224,1,6,14,94,1
945,46,6,6,35,103,1
1944,37,6,4,21,71,1
1342,108,1,3,25,52,1
211,10,6,2,13,27,0
2370,18,6,1,5,24,0
126,31,3,4,32,53,1
946,30,3,3,25,42,0
584,77,1,6,40,95,1
2301,46,4,1,10,24,0
546,22,2,2,6,17,0
1635,45,3,5,22,67,1
2132,64,2,5,1,84,1
395,14,5,3,1,48,0
484,26,1,1,5,22,0
427,31,4,4,28,44,1
2404,23,5,1,3,24,0
948,38,5,6,45,63,1
964,18,6,5,2,58,0
885,17,5,3,6,22,0
772,39,1,2,6,34,0
1212,22,3,1,3,25,0
1215,120,1,5,28,66,1
673,27,3,4,22,35,1
34,11,5,3,12,58,0
2000,33,5,2,15,23,0
1213,19,4,1,1,17,0
719,24,3,4,0,39,0
1889,35,5,2,17,27,0
1194,48,6,6,39,83,1
2234,63,2,5,14,47,1
294,38,4,6,47,53,1
72,21,1,5,16,60,1
1012,32,4,4,9,43,0
671,54,2,6,19,84,1
2213,71,3,5,5,61,1
1502,85,1,3,7,29,1
976,116,1,4,33,73,1
858,37,3,5,31,47,1
1117,16,4,1,2,18,0
698,32,5,5,41,91,1
157,18,4,6,3,32,0
351,17,2,3,11,31,0
1096,24,6,2,17,39,0
1734,21,5,2,6,17,0
1393,42,4,5,19,87,1
336,9,6,2,3,9,0
1802,38,6,5,6,77,1
1769,49,3,3,9,24,0
999,36,2,2,14,29,0
2272,115,2,6,11,98,1
2492,86,2,6,0,105,1
961,10,5,1,3,9,0
732,49,1,5,24,33,1
2089,26,5,2,15,34,0
2342,65,4,6,4,108,1
438,15,6,3,18,31,0
1510,24,6,3,3,25,0
295,22,1,1,5,17,0
2075,52,4,3,25,52,1
778,56,1,3,16,54,1
1404,21,6,2,6,34,0
203,19,5,5,38,86,1
997,41,2,4,8,59,1
1146,16,6,3,12,33,0
2171,77,3,3,19,54,1
1711,74,2,4,13,43,1
956,30,6,3,15,35,0
840,19,5,2,8,35,0
1930,89,1,2,14,18,1
64,15,2,4,19,73,1
809,18,5,6,7,116,0
787,21,4,3,14,30,0
1491,62,3,6,20,83,1
1911,55,2,3,24,36,1
2219,219,1,5,40,80,1
2144,42,4,3,18,33,0
64,7,5,2,5,39,0
1833,49,3,1,3,22,0
1211,67,1,1,10,15,1
842,15,5,1,12,21,0
322,10,5,1,9,21,0
1868,48,2,6,2,54,1
2017,95,2,6,0,60,1
2016,81,1,3,11,30,1
2500,58,6,6,14,46,1
1800,38,6,3,14,25,0
337,17,5,5,20,61,1
1297,39,2,3,13,44,0
2153,37,3,1,9,20,0
1121,41,3,4,30,55,1
1321,22,5,4,6,19,0
461,23,2,2,16,37,0
1533,145,1,2,18,23,1
174,18,1,3,6,17,0
191,17,1,4,2,14,0
919,25,3,1,13,20,0
832,75,2,6,34,92,1
953,30,2,1,9,14,0
2011,35,3,1,8,14,0
2064,168,1,3,17,38,1
339,30,1,3,19,44,0
784,28,5,5,13,54,0
2208,27,6,1,2,20,0
156,5,4,1,11,15,0
924,23,6,3,25,61,0
1581,79,2,3,25,39,1
1318,57,2,5,6,87,1
91,19,2,5,38,48,1
523,13,6,2,4,20,0
1930,67,4,4,34,57,1
1949,16,5,1,1,17,0
755,11,6,1,3,11,0
1419,45,4,5,13,88,1
716,77,1,5,35,73,1
480,25,1,2,7,23,0
405,34,2,4,28,62,1
1565,44,3,2,20,29,0
2318,110,2,4,21,31,1
814,33,3,6,7,116,1
943,10,4,1,0,13,0
1289,81,1,2,4,22,1
1767,38,6,5,3,89,0
914,24,3,2,10,44,0
1086,35,4,6,17,104,1
1900,102,1,2,9,18,1
1533,20,6,1,0,25,0
1397,63,3,6,29,50,1
1313,58,2,5,14,30,1
602,23,2,5,5,14,0
2116,105,2,3,22,61,1
137,17,4,6,15,33,0
745,33,2,3,14,26,1
530,14,5,3,7,28,0
246,16,1,1,8,15,0
1314,28,4,2,10,35,0
1791,44,6,5,33,47,1
1311,74,2,5,26,37,1
2061,118,1,2,12,29,1
451,29,3,5,35,98,1
2086,51,2,2,8,34,0
814,76,1,6,4,41,1
84,3,5,1,2,9,0
2185,44,3,1,5,15,0
2099,25,5,1,2,17,0
1389,28,6,2,20,26,0
50,8,1,2,2,15,0
2091,28,5,4,5,43,0
1710,35,6,5,27,63,1
1411,140,1,5,31,81,1
597,59,1,4,24,31,1
1632,35,5,4,31,39,1
351,16,1,1,2,20,0
2084,59,2,4,21,31,1
655,45,1,2,6,38,0
740,28,4,3,21,53,1
177,15,6,2,17,44,0
619,55,1,4,31,39,1
2325,62,4,5,30,69,1
1782,86,1,2,7,42,1
2050,146,1,5,32,76,1
464,14,5,2,3,22,0
1718,73,2,5,23,55,1
711,32,6,6,30,62,1
1609,49,2,2,6,16,1
139,20,3,5,12,42,0
1855,38,5,3,9,48,0
1396,16,5,1,6,12,0
702,32,2,2,17,27,0
1404,24,5,3,0,57,0
803,16,2,1,3,20,0
38,12,5,2,15,41,0
158,27,1,3,15,31,0
1329,49,2,3,17,60,1
2068,67,2,6,7,27,1
1146,26,4,3,9,23,0
196,17,5,6,15,58,0
1260,33,5,4,10,42,0
1343,46,2,5,5,15,1
107,6,1,1,0,9,0
64,14,1,5,11,93,1
767,26,6,5,37,62,1
415,43,1,6,27,31,1
2126,36,5,5,16,52,0
1322,22,4,3,0,19,0
1795,98,2,6,31,67,1
760,20,3,5,7,11,0
1772,66,4,6,39,86,1
374,31,3,4,23,58,1
2036,37,4,6,9,85,1
491,30,1,2,14,33,0
2258,25,5,3,6,10,0
163,7,3,1,6,24,0
1534,22,4,2,9,11,0
2130,27,5,2,3,42,0
2353,62,3,2,17,23,0
1050,51,2,5,9,72,1
1674,53,4,6,18,41,1
1250,52,2,6,45,93,1
70,22,1,5,14,61,0
948,36,2,3,15,31,0
1649,59,2,5,1,45,1
2099,46,6,5,28,51,1
34,8,4,5,3,52,0
1072,94,1,3,20,44,1
140,20,2,3,17,45,0
1262,37,5,4,28,35,1
117,26,3,4,30,62,1
181,24,2,4,16,57,0
1468,71,1,4,9,28,1
111,25,2,6,26,105,1
2332,55,3,2,20,42,0
1646,84,1,2,8,39,1
1050,35,4,4,14,40,0
339,47,1,4,30,45,1
1530,24,4,1,4,14,0
21,10,1,2,8,36,0
1351,43,3,1,13,21,0
225,11,3,1,12,15,0
348,64,1,5,25,87,1
1809,121,2,6,37,48,1
1760,41,3,3,18,56,1
1518,20,4,2,3,19,0
2431,60,4,4,16,29,1
719,18,5,4,2,16,0
1233,22,6,3,13,39,0
1122,23,6,2,16,17,0
1301,22,6,4,12,24,0
498,34,4,4,26,30,0
1571,40,5,5,0,94,1
56,8,6,1,8,20,0
787,20,6,4,16,71,0
1049,96,1,6,47,72,1
720,56,1,2,17,32,0
410,61,1,6,33,106,1
1827,56,2,3,13,49,1
259,24,6,5,16,37,0
400,17,2,2,2,23,0
344,30,5,5,33,89,1
638,12,4,1,7,11,0
146,15,6,4,24,54,0
1531,19,4,2,1,22,0
836,46,1,3,1,62,0
736,10,6,1,9,18,0
1510,36,3,1,8,24,0
999,50,2,5,29,32,1
2429,50,2,1,3,15,0
944,19,6,2,20,44,0
411,47,1,5,28,51,1
1476,37,2,1,10,16,0
624,43,1,3,24,42,1
1306,42,5,6,37,96,1
1192,24,4,2,11,20,0
2245,63,3,3,24,57,1
1131,31,4,3,8,61,0
140,34,4,5,38,87,1
1204,22,5,4,25,76,1
192,30,2,5,36,70,1
373,20,3,2,15,43,0
48,6,2,2,4,17,0
1382,32,6,5,11,19,0
930,26,4,4,23,50,1
25,20,6,5,25,34,0
502,35,1,2,19,40,0
1459,23,4,4,8,71,0
1141,50,2,2,6,43,0
320,25,4,4,28,79,1
748,64,1,4,30,74,1
555,24,5,5,18,97,0
2471,58,6,5,19,50,1
260,24,6,5,22,48,0
768,33,2,4,26,74,1
1814,57,4,4,29,59,1
1307,49,2,2,20,32,0
1641,29,5,3,11,45,0
1924,49,4,5,34,38,1
823,56,4,6,48,64,1
38,9,2,2,6,33,0
967,31,2,2,9,20,0
2042,83,1,1,6,21,1
486,29,5,5,14,71,0
327,19,1,2,1,20,0
254,10,6,1,12,23,0
757,21,4,6,3,63,0
706,36,2,6,17,29,1
281,25,4,5,22,56,1
1781,46,4,4,32,49,1
1272,22,3,1,1,6,0
2434,40,6,4,33,42,1
275,40,3,6,35,69,1
930,32,4,6,34,43,1
349,23,2,3,16,52,0
398,22,4,3,27,34,1
2060,30,6,3,13,21,0
1175,29,3,3,1,46,0
385,15,2,2,15,39,0
2043,39,4,3,10,48,0
2381,29,5,2,12,38,0
155,5,6,2,0,7,0
1991,29,6,5,1,86,0
302,5,5,2,1,20,0
441,16,4,2,20,34,0
714,12,6,3,4,49,0
2008,53,2,2,3,44,1
408,26,4,4,11,52,1
973,37,4,3,25,43,0
2244,29,3,1,9,17,0
2051,47,6,3,27,47,1
1838,31,6,2,2,30,0
2118,36,5,4,19,67,1
948,25,3,3,9,38,0
719,25,3,4,17,47,0
816,10,6,1,4,12,0
1473,56,4,6,26,71,1
1335,30,3,1,10,17,0
20,28,5,6,41,84,1
1095,38,3,5,0,32,0
1878,38,5,6,5,95,1
2283,56,3,5,10,20,1
781,11,5,3,1,11,0
1604,70,3,5,38,88,1
1617,39,3,4,19,71,1
1343,49,2,5,20,87,1
894,28,5,4,20,29,0
1399,42,5,6,17,49,1
235,16,5,6,20,56,1
834,54,1,6,18,25,1
2275,66,3,5,3,87,1
946,24,5,6,12,92,0
2316,37,6,5,17,78,1
1921,170,1,5,28,63,1
1806,44,2,2,12,21,1
63,10,5,2,18,32,0
736,27,5,5,0,49,0
1554,76,1,4,18,35,1
1053,39,3,3,19,38,0
1923,14,6,1,0,9,0
1786,51,2,2,7,19,0
1606,35,5,5,16,90,1
1924,38,3,1,4,14,0
2476,30,6,2,14,31,0
859,20,6,3,17,47,0
2119,72,2,4,31,39,1
2273,56,4,5,3,20,1
12,13,6,3,11,51,0
169,11,4,2,12,18,0
790,42,6,5,31,36,1
902,32,2,1,3,21,0
2040,105,1,6,0,108,1
2386,83,2,4,32,36,1
589,20,2,2,6,25,0
1943,144,1,4,8,42,1
1390,81,1,5,0,35,1
1300,41,3,6,15,90,1
1650,26,6,3,17,47,0
961,27,3,4,5,24,0
997,49,1,1,1,26,0
1228,22,4,2,8,43,0
930,11,4,1,3,5,0
1365,53,2,4,22,32,1
179,36,5,6,42,110,1
530,31,2,3,12,20,0
1496,60,2,3,10,41,1
49,2,5,1,2,7,0
1570,29,6,5,7,21,0
1428,121,1,5,38,58,1
964,36,4,6,24,110,1
993,45,2,3,15,38,1
984,14,5,1,2,4,0
47,4,3,1,0,20,0
2385,48,2,1,1,19,1
1284,49,4,4,26,43,1
1209,119,1,6,14,90,1
1635,67,2,5,16,55,1
923,28,2,5,4,38,0
463,18,6,4,15,38,0
46,9,5,2,14,19,0
1721,83,3,4,33,41,1
805,51,3,6,47,56,1
982,49,1,1,2,21,0
602,23,4,4,7,11,0
1147,72,1,1,9,11,0
1334,51,2,6,4,96,1
2281,118,2,6,47,81,1
327,22,3,3,20,52,1
2406,31,4,1,9,21,0
2172,52,5,5,21,66,1
1356,42,4,4,22,69,1
1601,66,2,6,12,51,1
1899,20,5,1,8,11,0
2097,32,4,2,16,24,0
2006,34,4,3,19,62,0
1782,30,5,2,11,19,0
1322,81,2,6,36,89,1
1295,21,4,2,11,32,0
225,8,5,2,0,41,0
2393,37,6,3,19,61,0
2149,31,6,3,27,55,0
2410,74,2,3,15,41,1
1714,38,5,3,11,29,0
372,10,6,2,8,23,0
1726,28,5,5,16,71,1
1203,41,4,5,35,83,1
365,21,2,3,13,19,0
200,11,6,4,18,37,0
2479,26,4,1,6,7,0
709,46,1,6,2,70,1
2064,147,1,4,32,45,1
2190,107,2,6,43,87,1
566,22,6,4,31,73,1
835,24,6,4,10,72,1
1064,49,6,5,41,91,1
435,5,5,1,1,18,0
2420,41,4,4,25,44,1
1584,14,6,3,3,39,0
2139,61,4,6,16,67,1
2413,94,2,5,16,89,1
598,35,6,6,27,100,1
2022,49,2,3,7,18,1
1557,40,6,3,22,48,1
304,31,1,4,23,30,1
1995,36,3,3,3,48,0
1257,26,2,1,5,17,0
1558,27,6,3,18,43,0
1700,45,3,4,26,45,1
1146,60,2,6,28,104,1
1266,24,5,3,23,54,0
2074,64,6,5,35,50,1
369,34,5,5,34,93,1
709,45,1,5,5,75,1
457,19,6,6,22,35,1
2422,98,1,2,6,35,1
684,28,3,5,7,53,0
1017,24,2,5,1,11,0
1359,31,4,2,12,42,0
2471,184,1,6,39,100,1
595,30,4,5,20,34,1
1266,41,4,4,30,68,1
1257,111,2,6,47,115,1
1003,32,3,5,35,87,1
1445,63,2,5,37,72,1
581,10,6,2,3,36,0
2392,168,1,4,22,57,1
1255,36,4,6,20,39,0
2094,48,2,3,12,21,1
998,24,2,1,4,10,0
287,25,2,4,25,39,1
1229,51,1,3,7,42,1
1897,36,3,4,6,14,1
493,31,2,3,13,48,0
1275,69,1,3,6,38,1
740,21,4,4,21,69,1
2249,21,6,2,6,17,0
1050,26,5,4,22,72,0
927,105,1,4,29,42,1
2458,29,5,3,17,21,0
895,27,2,1,13,16,0
31,11,2,3,9,44,0
483,42,1,5,17,26,1
2267,41,5,4,9,18,1
2363,89,2,6,38,60,1
713,30,4,4,29,50,1
696,17,3,2,6,24,0
294,19,3,6,6,18,0
725,33,2,3,4,35,0
772,12,5,2,0,21,0
1260,21,6,4,17,22,0
957,32,2,3,12,21,0
2438,49,6,3,24,38,1
1040,37,6,5,39,90,1
38,10,5,5,7,30,0
916,10,6,1,9,21,0
2136,74,4,5,31,52,1
579,32,5,6,16,74,1
2016,73,2,3,5,47,1
1463,44,4,5,14,83,1
747,33,1,1,8,22,0
525,36,3,4,19,54,0
2010,101,2,6,14,105,1
2454,134,2,5,34,76,1
48,7,2,3,5,21,0
896,32,4,4,29,64,1
2214,185,1,3,24,39,1
1108,27,5,4,7,72,0
1833,131,1,6,30,49,1
1720,28,4,3,15,50,1
983,57,2,5,31,61,1
1572,38,3,5,14,26,1
998,24,2,1,1,12,0
30,12,5,4,12,46,0
2360,18,6,1,7,14,0
878,23,3,2,7,15,0
93,21,2,5,13,95,1
1692,51,3,4,27,35,1
1986,40,6,6,10,99,1
1420,72,1,1,5,10,1
1540,36,4,6,24,66,1
579,18,2,6,0,29,0
943,40,5,6,24,61,1
1990,70,1,1,1,25,1
1865,52,2,2,12,27,1
802,27,1,1,0,11,0
801,33,5,3,23,52,0
1819,61,2,5,23,89,1
1304,16,6,1,10,23,0
2265,21,6,1,3,12,0
1617,22,5,2,1,2,0
1093,27,3,3,20,27,1
2487,43,5,1,13,24,0
994,41,3,5,25,65,1
1690,75,2,5,19,52,1
529,10,3,1,2,12,0
600,64,2,6,48,104,1
1060,53,2,6,36,115,1
1719,63,4,3,25,54,1
2045,101,2,5,39,92,1
2256,71,3,6,43,114,1
2444,52,4,5,24,54,1
358,15,4,3,22,38,0
969,31,2,3,11,52,0
1973,33,5,6,0,92,1
702,9,5,1,0,21,0
1569,34,6,4,14,56,1
387,16,4,2,16,39,0
536,49,2,4,33,65,1
2263,39,5,4,16,53,0
1269,63,2,5,40,84,1
1885,58,2,3,11,13,1
1773,40,4,5,3,89,1
530,35,6,6,12,91,1
1711,29,4,2,3,30,0
1026,75,1,6,6,53,1
1023,12,5,1,13,23,0
126,8,5,2,8,17,0
2443,48,5,5,22,24,1
1377,58,3,5,32,96,1
593,62,2,6,32,79,1
404,30,4,5,19,47,1
1097,26,5,5,3,36,0
81,18,1,4,0,72,1
283,6,5,1,5,14,0
2023,41,6,4,33,58,1
1353,47,2,5,26,35,1
347,20,2,3,20,54,0
1399,30,4,4,23,66,1
616,25,3,5,14,64,1
175,36,4,5,34,66,1
1577,17,5,1,8,21,0
2068,40,6,6,8,85,1
1334,75,1,2,16,33,1
738,21,4,4,20,49,0
2053,46,3,4,12,16,0
111,8,4,4,2,48,0
1425,42,2,5,3,57,1
788,11,5,1,3,23,0
223,30,5,5,27,62,1
1121,25,5,5,6,78,0
1586,40,5,6,25,36,1
2458,34,5,3,10,38,0
1705,20,5,1,7,24,0
601,48,1,4,9,74,1
1343,21,3,2,4,26,0
1119,26,5,4,12,39,0
2149,85,3,5,41,93,1
723,13,6,1,6,10,0
945,11,5,1,2,14,0
1961,21,4,1,2,25,0
251,20,5,3,18,53,0
2053,65,2,4,11,44,1
11,13,1,3,19,51,0
2282,57,4,6,21,27,1
1778,31,4,2,14,25,0
1959,116,2,6,36,50,1
2173,46,5,5,29,64,1
927,74,1,3,13,25,1
2251,42,4,3,11,30,0
99,25,1,6,28,68,1
1719,39,4,5,20,48,1
2179,20,5,1,10,15,0
152,27,6,5,36,57,1
115,19,4,4,17,66,0
896,37,6,6,43,102,1
437,31,4,5,26,92,1
1338,27,3,1,4,13,0
1905,37,5,5,11,78,1
2004,64,2,3,22,62,1
326,7,6,2,1,35,0
1996,56,2,3,5,41,1
644,19,5,2,20,40,0
1935,69,2,5,24,58,1
2066,31,5,4,3,38,0
2280,89,2,5,29,40,1
1449,15,6,1,13,22,0
562,28,3,5,12,30,0
725,26,2,2,9,31,0
1297,21,6,3,16,53,0
1723,31,4,4,13,68,0
1893,48,5,5,7,28,1
1117,107,1,5,23,30,1
1351,115,1,3,17,52,1
120,24,5,4,34,77,1
260,26,3,6,24,110,1
2440,70,2,5,16,72,1
2064,71,3,5,31,66,1
468,51,1,6,23,69,1
1117,18,6,2,6,22,0
217,12,5,2,12,43,0
909,17,5,1,13,17,0
31,21,3,3,26,38,0
419,13,6,4,4,51,0
904,48,3,5,35,59,1
524,38,2,5,25,76,1
818,18,4,1,9,20,0
883,48,6,5,30,83,1
23,8,4,3,9,62,0
980,22,2,1,13,23,0
2144,44,4,3,25,53,1
1570,88,1,1,5,17,1
1334,24,4,5,11,46,1
1276,35,2,1,10,17,0
2179,32,4,2,0,31,0
759,23,5,4,19,37,0
694,35,3,5,38,55,1
1937,203,1,6,40,77,1
2366,46,5,4,12,75,1
704,27,5,5,13,24,0
2345,115,2,4,21,63,1
316,17,3,2,17,38,0
1999,61,3,4,28,65,1
671,10,6,1,10,13,0
558,47,1,4,15,25,1
321,45,2,5,34,86,1
1092,113,1,6,33,49,1
1747,26,6,6,2,76,0
764,23,4,3,3,6,0
44,10,5,4,4,16,0
454,43,1,6,9,18,1
2150,47,5,4,28,58,1
1992,88,2,6,31,56,1
1240,56,4,4,30,42,1
362,15,2,5,1,21,0
912,32,4,4,11,54,0
1365,39,4,5,26,54,1
1758,30,5,5,4,17,0
168,13,2,3,4,14,0
1987,70,2,6,26,31,1
966,35,1,1,6,13,0
2081,84,2,5,32,93,1
413,36,1,6,3,9,0
525,31,3,2,20,29,0
1397,52,3,4,23,34,1
965,18,3,2,11,18,0
2209,50,6,4,30,45,1
1722,47,2,3,11,25,1
617,27,6,5,23,59,1
2477,44,2,1,0,8,0
1283,66,1,5,9,63,1
1545,22,6,4,1,56,0
2392,21,6,1,8,21,0
1451,28,6,5,3,71,0
1807,19,4,1,2,18,0
304,30,1,4,10,59,0
764,29,3,3,16,51,0
1404,80,1,3,11,51,1
195,11,4,5,1,29,0
1279,28,2,2,5,10,0
646,35,1,4,8,58,1
1301,27,6,5,4,95,0
539,27,3,5,19,72,1
2078,53,3,3,20,56,1
803,32,2,1,8,16,0
2157,129,1,4,27,64,1
487,10,4,1,12,23,0
1632,65,2,6,7,53,1
949,120,1,6,30,89,1
535,18,5,4,19,51,0
2391,47,3,2,7,15,0
11,21,4,6,20,42,0
384,21,6,3,27,31,0
2350,35,4,2,5,7,0
562,16,6,5,2,55,0
2375,43,4,6,4,89,1
1535,31,3,3,8,15,0
1861,31,6,5,6,28,0
390,22,1,2,3,24,0
1656,23,6,4,4,52,0
23,8,2,5,10,37,0
513,27,1,1,12,22,0
2288,95,2,4,14,48,1
2018,53,4,4,33,43,1
139,18,1,2,12,33,0
847,18,4,2,15,24,0
2050,34,5,3,6,20,0
37,6,4,3,7,20,0
2123,25,4,1,5,25,0
1262,51,2,4,29,68,1
270,5,6,1,5,20,0
2056,26,5,1,8,19,0
1482,34,4,2,19,28,0
1457,18,4,1,6,20,0
469,7,5,1,2,14,0
310,16,5,5,4,39,0
2344,130,1,3,0,28,1
639,34,2,3,14,31,0
279,21,5,4,25,46,0
2003,27,5,3,2,44,0
1638,82,3,6,39,55,1
1811,33,6,4,33,50,1
871,16,5,5,4,84,0
1290,76,2,3,18,54,1
2190,34,6,5,12,88,1
1809,27,6,3,10,29,0
1716,27,4,3,0,49,0
2370,57,4,5,21,92,1
585,17,4,1,13,22,0
2013,25,4,1,9,18,0
1317,19,3,1,1,14,0
1966,74,5,6,47,82,1
2030,27,4,1,8,25,0
2222,116,1,3,0,41,1
2362,35,4,2,10,26,0
1665,27,5,5,8,47,0
1589,33,4,2,10,12,0
1857,89,3,6,44,53,1
2213,43,2,2,1,15,1
1400,55,2,4,13,44,1
1752,16,5,1,5,20,0
1935,95,2,6,39,87,1
629,28,2,3,17,27,0
1284,42,1,1,4,22,0
966,14,5,1,12,17,0
1949,34,5,2,11,43,0
2391,93,2,4,10,11,1
978,33,2,1,5,21,0
1326,46,2,5,2,15,0
1053,28,6,5,13,84,0
291,12,3,1,11,19,0
2176,37,4,2,1,20,0
1068,37,3,2,10,40,0
207,24,5,3,21,25,0
1092,93,1,6,2,59,1
1194,50,4,6,30,81,1
1018,111,1,6,32,61,1
1239,25,6,4,23,44,0
1045,13,5,2,0,4,0
499,17,6,3,11,18,0
285,19,5,5,14,48,0
2299,214,1,6,36,94,1
1249,96,1,5,26,67,1
1284,99,1,5,37,55,1
135,7,5,1,10,16,0
226,13,2,4,11,13,0
1218,51,1,3,2,62,1
1256,29,6,4,29,44,1
2484,27,4,1,6,11,0
928,18,5,3,1,45,0
1327,17,6,3,6,48,0
2208,30,3,2,1,23,0
2441,54,3,4,31,39,1
1671,55,4,4,31,33,1
317,15,2,2,10,16,0
1369,98,1,5,13,72,1
1979,19,5,1,2,25,0
901,31,6,4,31,44,1
384,23,1,2,10,13,0
2043,21,6,3,3,38,0
1374,45,5,6,16,46,1
138,11,3,2,15,32,0
1024,113,1,6,2,110,1
1809,30,4,5,9,16,0
1391,34,2,1,4,20,0
526,30,4,6,46,81,1
1528,75,2,5,39,70,1
95,26,6,6,17,28,0
1208,55,1,3,2,40,1
2368,90,1,3,6,16,1
1152,50,2,3,9,48,0
2484,63,3,3,19,56,1
2003,31,5,2,8,36,0
2171,37,4,3,13,28,1
312,17,6,3,22,50,0
597,15,4,2,13,24,0
996,25,4,3,10,41,0
1873,48,6,5,32,66,1
354,29,6,5,35,97,1
823,59,1,4,25,60,1
1997,62,4,5,26,63,1
1320,22,5,1,5,10,0
2009,22,5,1,5,22,0
1687,49,2,1,9,22,1
1337,19,6,2,4,28,0
1102,87,1,5,34,40,1
2418,21,5,1,1,3,0
1019,59,3,4,34,59,1
713,40,1,2,8,28,1
584,42,1,4,17,49,1
1618,40,5,5,11,60,0
1122,22,3,3,2,46,0
697,27,2,4,17,36,0
498,27,5,3,23,61,0
1357,21,3,2,5,19,0
503,30,1,4,6,55,1
1677,66,3,4,32,50,1
1647,86,1,6,5,43,1
28,15,5,2,17,28,0
2454,36,6,2,12,28,0
1010,12,5,1,5,11,0
860,48,4,5,38,93,1
1398,26,4,4,8,21,0
1364,40,4,4,34,43,1
1377,21,5,2,11,30,0
831,31,2,2,19,35,0
464,24,5,5,23,56,0
1634,21,6,2,17,44,0
720,23,3,3,7,35,0
2200,26,5,3,8,47,0
926,32,5,6,12,108,1
1506,96,1,3,7,49,1
1450,98,1,3,21,31,1
314,49,1,5,41,51,1
745,23,5,4,16,35,0
2348,82,2,3,6,21,1
1973,54,3,6,16,82,1
2159,69,3,2,17,43,1
2019,38,6,3,23,40,0
971,36,2,6,1,39,0
1036,54,2,5,34,53,1
2142,60,3,2,18,26,0
2385,75,4,6,32,116,1
1483,83,1,3,20,58,1
1957,96,1,4,9,47,1
1187,35,3,2,20,26,0
674,33,2,2,13,28,0
21,14,6,4,8,51,0
1166,16,4,2,5,15,0
313,12,3,3,5,62,0
1773,153,1,2,18,40,1
52,22,5,3,20,27,0
953,39,2,4,34,37,1
2400,22,5,1,1,17,0
1359,28,6,4,18,73,0
2421,37,3,3,4,6,0
900,93,1,5,24,56,1
2484,46,4,4,10,12,0
1014,23,5,5,9,52,0
30,16,4,5,16,32,0
416,11,6,3,3,24,0
1024,72,1,3,25,46,1
345,8,5,1,4,9,0
1848,50,6,6,17,48,1
1157,32,4,2,17,26,0
2456,42,4,4,0,29,0
1837,26,5,3,13,50,0
724,46,1,4,7,14,1
60,26,4,6,1,114,0
333,22,3,6,14,86,1
798,36,6,5,33,61,1
150,7,5,2,3,37,0
479,23,2,1,13,25,0
796,28,2,4,0,13,0
1835,100,1,2,18,35,1
1367,30,3,1,4,23,0
1926,24,4,4,0,16,0
973,40,2,2,19,41,0
382,48,1,3,21,45,1
1702,44,6,4,29,56,1
1189,27,3,2,6,16,0
2348,83,3,6,21,114,1
1681,105,1,1,8,17,1
115,16,1,2,17,23,0
1453,29,4,3,12,48,0
1691,125,1,4,9,31,1
11,8,4,4,7,68,0
2147,63,4,4,26,43,1
359,16,5,3,9,57,0
1296,24,3,1,13,22,0
1072,16,6,4,10,24,0
2216,34,3,1,5,13,0
2369,60,3,2,20,42,0
454,36,5,6,32,62,1
2355,73,4,6,18,64,1
961,16,4,1,6,22,0
45,9,1,1,7,25,0
1117,38,5,6,17,116,1
1485,129,1,4,34,51,1
1808,39,5,5,36,57,1
1855,184,1,5,18,56,1
1418,54,2,3,20,27,0
1205,43,3,6,23,50,1
1409,66,3,6,33,71,1
1718,43,6,3,21,55,1
1395,25,4,5,3,28,0
2198,31,6,2,9,41,0
1310,46,2,4,1,75,1
1253,28,6,4,7,58,0
530,15,3,2,0,21,0
1816,32,4,2,5,17,0
19,36,2,5,27,62,1
993,31,3,3,9,23,0
2435,143,1,2,12,38,1
1666,23,5,3,0,47,0
1670,39,2,1,1,9,0
2209,41,4,4,2,20,0
729,15,6,5,8,34,0
1082,20,6,4,4,71,0
868,55,2,5,41,51,1
1326,21,4,1,9,18,0
1613,75,2,4,11,60,1
59,3,4,1,1,8,0
155,23,6,5,20,61,0
924,27,3,2,20,43,0
1472,62,1,4,0,18,1
2299,33,3,1,2,3,0
590,50,1,6,4,60,1
1594,28,6,4,24,33,1
492,27,3,4,7,63,0
1259,62,3,4,16,68,0
682,31,2,3,8,24,0
640,12,5,1,5,24,0
671,9,6,1,0,24,0
2476,42,4,4,20,54,1
997,13,6,2,6,14,0
1556,28,4,4,6,34,0
659,23,4,3,14,49,0
978,129,1,5,38,87,1
1110,29,4,3,21,29,0
450,12,4,2,7,17,0
930,33,2,4,8,74,1
779,20,3,1,11,20,0
1353,42,6,6,14,35,1
1836,36,6,4,1,79,0
272,13,4,2,6,21,0
1587,19,5,1,1,8,0
1008,26,6,3,21,46,0
709,25,4,5,9,98,0
2359,224,1,5,32,94,1
1613,112,1,4,6,72,1
1251,62,1,3,2,56,1
